PacketRecordID,TestDayCode,TestRound,Distance_m,Direction,Azimuth_deg,PacketSequence,Received,RSSI_dBm,SNR_dB,ObstructionClass,GatewaySiteCode,TransmitterSiteCode,SourceSentinelValue,SignalMetricValid
LORA_150M_NW_073,DAY_01,1,150,NW,315,73,1,-110.4,1.8,wall_and_barn_obstruction,GW_01,TX_150M_NW,,1
LORA_150M_NW_074,DAY_01,1,150,NW,315,74,1,-117.2,5.2,wall_and_barn_obstruction,GW_01,TX_150M_NW,,1
LORA_150M_NW_075,DAY_01,1,150,NW,315,75,1,-106.5,3.9,wall_and_barn_obstruction,GW_01,TX_150M_NW,,1
LORA_150M_NW_076,DAY_01,1,150,NW,315,76,1,-116.6,3.6,wall_and_barn_obstruction,GW_01,TX_150M_NW,,1
LORA_150M_NW_077,DAY_01,1,150,NW,315,77,1,-113.6,1.2,wall_and_barn_obstruction,GW_01,TX_150M_NW,,1
LORA_150M_NW_078,DAY_01,1,150,NW,315,78,1,-109.4,3.7,wall_and_barn_obstruction,GW_01,TX_150M_NW,,1
LORA_150M_NW_079,DAY_01,1,150,NW,315,79,1,-113.1,5.1,wall_and_barn_obstruction,GW_01,TX_150M_NW,,1
LORA_150M_NW_080,DAY_01,1,150,NW,315,80,1,-116.2,4.7,wall_and_barn_obstruction,GW_01,TX_150M_NW,,1
LORA_150M_NW_081,DAY_01,1,150,NW,315,81,1,-116.8,5.1,wall_and_barn_obstruction,GW_01,TX_150M_NW,,1
LORA_150M_NW_082,DAY_01,1,150,NW,315,82,1,-109.3,6.6,wall_and_barn_obstruction,GW_01,TX_150M_NW,,1
LORA_150M_NW_083,DAY_01,1,150,NW,315,83,1,-103.8,2.8,wall_and_barn_obstruction,GW_01,TX_150M_NW,,1
LORA_150M_NW_084,DAY_01,1,150,NW,315,84,1,-109.2,4.3,wall_and_barn_obstruction,GW_01,TX_150M_NW,,1
LORA_150M_NW_085,DAY_01,1,150,NW,315,85,1,-109.1,3.3,wall_and_barn_obstruction,GW_01,TX_150M_NW,,1
LORA_150M_NW_086,DAY_01,1,150,NW,315,86,1,-121.4,3.4,wall_and_barn_obstruction,GW_01,TX_150M_NW,,1
LORA_150M_NW_087,DAY_01,1,150,NW,315,87,1,-113.3,1.6,wall_and_barn_obstruction,GW_01,TX_150M_NW,,1
LORA_150M_NW_088,DAY_01,1,150,NW,315,88,1,-116.8,5.8,wall_and_barn_obstruction,GW_01,TX_150M_NW,,1
LORA_150M_NW_089,DAY_01,1,150,NW,315,89,1,-111.1,2.7,wall_and_barn_obstruction,GW_01,TX_150M_NW,,1
LORA_150M_NW_090,DAY_01,1,150,NW,315,90,1,-101.2,5.5,wall_and_barn_obstruction,GW_01,TX_150M_NW,,1
LORA_150M_NW_091,DAY_01,1,150,NW,315,91,1,-105.6,2,wall_and_barn_obstruction,GW_01,TX_150M_NW,,1
LORA_150M_NW_092,DAY_01,1,150,NW,315,92,1,-109.7,3.9,wall_and_barn_obstruction,GW_01,TX_150M_NW,,1
LORA_150M_NW_093,DAY_01,1,150,NW,315,93,1,-114.2,3.6,wall_and_barn_obstruction,GW_01,TX_150M_NW,,1
LORA_150M_NW_094,DAY_01,1,150,NW,315,94,1,-100.2,3.5,wall_and_barn_obstruction,GW_01,TX_150M_NW,,1
LORA_150M_NW_095,DAY_01,1,150,NW,315,95,1,-108.1,3.9,wall_and_barn_obstruction,GW_01,TX_150M_NW,,1
LORA_150M_NW_096,DAY_01,1,150,NW,315,96,1,-115.1,5.9,wall_and_barn_obstruction,GW_01,TX_150M_NW,,1
LORA_150M_NW_097,DAY_01,1,150,NW,315,97,1,-115.1,2.4,wall_and_barn_obstruction,GW_01,TX_150M_NW,,1
LORA_150M_NW_098,DAY_01,1,150,NW,315,98,1,-112.8,5,wall_and_barn_obstruction,GW_01,TX_150M_NW,,1
LORA_150M_NW_099,DAY_01,1,150,NW,315,99,1,-114.7,4.7,wall_and_barn_obstruction,GW_01,TX_150M_NW,,1
LORA_150M_NW_100,DAY_01,1,150,NW,315,100,1,-114.7,2.5,wall_and_barn_obstruction,GW_01,TX_150M_NW,,1
LORA_200M_N_001,DAY_01,1,200,N,0,1,0,,,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,91,0
LORA_200M_N_002,DAY_01,1,200,N,0,2,1,-124.2,3,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_003,DAY_01,1,200,N,0,3,1,-124.7,1.3,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_004,DAY_01,1,200,N,0,4,1,-124.9,-2.7,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_005,DAY_01,1,200,N,0,5,1,-119,1.4,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_006,DAY_01,1,200,N,0,6,1,-124,-0.1,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_007,DAY_01,1,200,N,0,7,1,-120.7,1.9,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_008,DAY_01,1,200,N,0,8,1,-129.7,1.7,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_009,DAY_01,1,200,N,0,9,1,-125.3,0.9,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_010,DAY_01,1,200,N,0,10,1,-125,1.4,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_011,DAY_01,1,200,N,0,11,1,-119.6,0.3,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_012,DAY_01,1,200,N,0,12,1,-125.1,1,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_013,DAY_01,1,200,N,0,13,1,-125.9,-0.3,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_014,DAY_01,1,200,N,0,14,1,-123.2,2.1,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_015,DAY_01,1,200,N,0,15,0,,,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,91,0
LORA_200M_N_016,DAY_01,1,200,N,0,16,1,-128,0.1,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_017,DAY_01,1,200,N,0,17,1,-130.4,1.2,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_018,DAY_01,1,200,N,0,18,1,-129.4,1.2,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_019,DAY_01,1,200,N,0,19,1,-122.7,-0.2,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_020,DAY_01,1,200,N,0,20,1,-127.6,0.8,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_021,DAY_01,1,200,N,0,21,1,-125,1.4,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_022,DAY_01,1,200,N,0,22,1,-121,3.1,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_023,DAY_01,1,200,N,0,23,1,-129.2,1.4,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_024,DAY_01,1,200,N,0,24,1,-125.7,0.4,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_025,DAY_01,1,200,N,0,25,1,-125.4,2.4,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_026,DAY_01,1,200,N,0,26,1,-127.4,1.5,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_027,DAY_01,1,200,N,0,27,1,-131.6,0.2,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_028,DAY_01,1,200,N,0,28,1,-127.4,2.1,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_029,DAY_01,1,200,N,0,29,1,-126.7,1.4,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_030,DAY_01,1,200,N,0,30,1,-124.8,2,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_031,DAY_01,1,200,N,0,31,0,,,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,91,0
LORA_200M_N_032,DAY_01,1,200,N,0,32,1,-128.3,0.7,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_033,DAY_01,1,200,N,0,33,1,-123,2,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_034,DAY_01,1,200,N,0,34,1,-124,0.2,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_035,DAY_01,1,200,N,0,35,1,-124.9,1.6,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_036,DAY_01,1,200,N,0,36,1,-125.4,1.8,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_037,DAY_01,1,200,N,0,37,1,-128.3,2.5,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_038,DAY_01,1,200,N,0,38,1,-119.4,-0.1,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_039,DAY_01,1,200,N,0,39,1,-128.8,1,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_040,DAY_01,1,200,N,0,40,0,,,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,91,0
LORA_200M_N_041,DAY_01,1,200,N,0,41,1,-127.8,-0.1,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_042,DAY_01,1,200,N,0,42,1,-122.2,1.4,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_043,DAY_01,1,200,N,0,43,1,-127.4,0.7,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_044,DAY_01,1,200,N,0,44,1,-128.7,1,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_045,DAY_01,1,200,N,0,45,1,-119.9,0.3,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_046,DAY_01,1,200,N,0,46,1,-121.4,1.6,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_047,DAY_01,1,200,N,0,47,1,-125,0.7,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_048,DAY_01,1,200,N,0,48,1,-124.6,2.1,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_049,DAY_01,1,200,N,0,49,1,-118.6,2.4,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_050,DAY_01,1,200,N,0,50,1,-129.4,-0.4,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_051,DAY_01,1,200,N,0,51,1,-127.9,1.1,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_052,DAY_01,1,200,N,0,52,1,-127.2,1.3,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_053,DAY_01,1,200,N,0,53,1,-127.3,1.7,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_054,DAY_01,1,200,N,0,54,1,-125.2,1.4,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_055,DAY_01,1,200,N,0,55,1,-122,-1.2,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_056,DAY_01,1,200,N,0,56,1,-122.8,0.1,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_057,DAY_01,1,200,N,0,57,1,-124,2.2,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_058,DAY_01,1,200,N,0,58,1,-124.6,1.4,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_059,DAY_01,1,200,N,0,59,1,-122.3,1.8,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_060,DAY_01,1,200,N,0,60,1,-121.7,-1,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_061,DAY_01,1,200,N,0,61,1,-127.4,1.2,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_062,DAY_01,1,200,N,0,62,1,-124.2,1.1,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_063,DAY_01,1,200,N,0,63,1,-130.3,-0.2,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_064,DAY_01,1,200,N,0,64,1,-130.2,2.2,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_065,DAY_01,1,200,N,0,65,0,,,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,91,0
LORA_200M_N_066,DAY_01,1,200,N,0,66,1,-128.5,0.9,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_067,DAY_01,1,200,N,0,67,1,-123.8,0.4,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_068,DAY_01,1,200,N,0,68,1,-123.7,0.3,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_069,DAY_01,1,200,N,0,69,1,-125.3,2.5,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_070,DAY_01,1,200,N,0,70,1,-119.6,1.3,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_071,DAY_01,1,200,N,0,71,1,-124.8,3.5,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_072,DAY_01,1,200,N,0,72,1,-126.7,2.4,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_073,DAY_01,1,200,N,0,73,1,-126.7,2.3,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_074,DAY_01,1,200,N,0,74,1,-123.7,-1.3,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_075,DAY_01,1,200,N,0,75,1,-128.6,2.8,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_076,DAY_01,1,200,N,0,76,1,-121.8,0.1,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_077,DAY_01,1,200,N,0,77,1,-123.3,-0.6,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_078,DAY_01,1,200,N,0,78,1,-127.3,-0.5,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_079,DAY_01,1,200,N,0,79,1,-124.1,-0.5,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_080,DAY_01,1,200,N,0,80,1,-123.8,0.4,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_081,DAY_01,1,200,N,0,81,1,-124.7,1.7,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_082,DAY_01,1,200,N,0,82,1,-129.2,0.7,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_083,DAY_01,1,200,N,0,83,1,-122.7,-0.4,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_084,DAY_01,1,200,N,0,84,0,,,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,91,0
LORA_200M_N_085,DAY_01,1,200,N,0,85,1,-128.4,0.9,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_086,DAY_01,1,200,N,0,86,1,-124.6,1.5,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_087,DAY_01,1,200,N,0,87,1,-124,-0.4,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_088,DAY_01,1,200,N,0,88,1,-121.8,1.2,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_089,DAY_01,1,200,N,0,89,1,-119.3,-0.5,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_090,DAY_01,1,200,N,0,90,1,-126.9,0.4,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_091,DAY_01,1,200,N,0,91,0,,,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,91,0
LORA_200M_N_092,DAY_01,1,200,N,0,92,1,-127.2,-0.7,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_093,DAY_01,1,200,N,0,93,1,-122.8,1.9,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_094,DAY_01,1,200,N,0,94,1,-123.9,1.7,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_095,DAY_01,1,200,N,0,95,1,-123.6,1.4,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_096,DAY_01,1,200,N,0,96,1,-125.5,1.1,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_097,DAY_01,1,200,N,0,97,1,-123.6,0.6,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_098,DAY_01,1,200,N,0,98,1,-120.4,1.9,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_099,DAY_01,1,200,N,0,99,1,-125.5,0.9,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_N_100,DAY_01,1,200,N,0,100,1,-120.8,2.3,multiple_walls_moderate_obstruction,GW_01,TX_200M_N,,1
LORA_200M_NE_001,DAY_01,1,200,NE,45,1,1,-119.5,1.6,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
LORA_200M_NE_002,DAY_01,1,200,NE,45,2,1,-126.2,2.1,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
LORA_200M_NE_003,DAY_01,1,200,NE,45,3,1,-125.5,1.4,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
LORA_200M_NE_004,DAY_01,1,200,NE,45,4,1,-125.5,0.5,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
LORA_200M_NE_005,DAY_01,1,200,NE,45,5,1,-124.4,1.7,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
LORA_200M_NE_006,DAY_01,1,200,NE,45,6,1,-129.9,-0.7,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
LORA_200M_NE_007,DAY_01,1,200,NE,45,7,1,-125.7,-0.7,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
LORA_200M_NE_008,DAY_01,1,200,NE,45,8,1,-128.7,-0.1,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
LORA_200M_NE_009,DAY_01,1,200,NE,45,9,1,-126.5,0.6,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
LORA_200M_NE_010,DAY_01,1,200,NE,45,10,1,-129.9,0.9,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
LORA_200M_NE_011,DAY_01,1,200,NE,45,11,1,-123.2,2.4,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
LORA_200M_NE_012,DAY_01,1,200,NE,45,12,1,-127.8,0.3,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
LORA_200M_NE_013,DAY_01,1,200,NE,45,13,1,-125.4,0.8,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
LORA_200M_NE_014,DAY_01,1,200,NE,45,14,1,-124.3,2.6,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
LORA_200M_NE_015,DAY_01,1,200,NE,45,15,1,-124,1.6,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
LORA_200M_NE_016,DAY_01,1,200,NE,45,16,1,-124.8,-0.2,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
LORA_200M_NE_017,DAY_01,1,200,NE,45,17,1,-132.6,3,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
LORA_200M_NE_018,DAY_01,1,200,NE,45,18,1,-129.9,1.2,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
LORA_200M_NE_019,DAY_01,1,200,NE,45,19,1,-128.3,2.6,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
LORA_200M_NE_020,DAY_01,1,200,NE,45,20,1,-126.2,1,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
LORA_200M_NE_021,DAY_01,1,200,NE,45,21,1,-126.9,-0.4,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
LORA_200M_NE_022,DAY_01,1,200,NE,45,22,1,-124.2,0.5,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
LORA_200M_NE_023,DAY_01,1,200,NE,45,23,1,-126.2,-1.6,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
LORA_200M_NE_024,DAY_01,1,200,NE,45,24,1,-129.4,1.2,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
LORA_200M_NE_025,DAY_01,1,200,NE,45,25,0,,,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,91,0
LORA_200M_NE_026,DAY_01,1,200,NE,45,26,1,-131.5,-0.8,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
LORA_200M_NE_027,DAY_01,1,200,NE,45,27,1,-124.8,-0.3,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
LORA_200M_NE_028,DAY_01,1,200,NE,45,28,1,-129.8,1.5,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
LORA_200M_NE_029,DAY_01,1,200,NE,45,29,1,-124.5,1.4,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
LORA_200M_NE_030,DAY_01,1,200,NE,45,30,1,-124.7,1.9,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
LORA_200M_NE_031,DAY_01,1,200,NE,45,31,1,-130.3,-0.1,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
LORA_200M_NE_032,DAY_01,1,200,NE,45,32,1,-131.8,1.3,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
LORA_200M_NE_033,DAY_01,1,200,NE,45,33,1,-125.9,-0.2,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
LORA_200M_NE_034,DAY_01,1,200,NE,45,34,1,-128.1,0.3,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
LORA_200M_NE_035,DAY_01,1,200,NE,45,35,1,-126.3,0.2,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
LORA_200M_NE_036,DAY_01,1,200,NE,45,36,1,-128.3,0.4,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
LORA_200M_NE_037,DAY_01,1,200,NE,45,37,1,-121.6,0.2,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
LORA_200M_NE_038,DAY_01,1,200,NE,45,38,1,-126.4,0.6,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
LORA_200M_NE_039,DAY_01,1,200,NE,45,39,1,-127.9,1.4,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
LORA_200M_NE_040,DAY_01,1,200,NE,45,40,1,-125.9,-0.2,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
LORA_200M_NE_041,DAY_01,1,200,NE,45,41,1,-124.2,1,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
LORA_200M_NE_042,DAY_01,1,200,NE,45,42,1,-129.5,-0.4,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
LORA_200M_NE_043,DAY_01,1,200,NE,45,43,1,-121.4,0,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
LORA_200M_NE_044,DAY_01,1,200,NE,45,44,1,-123.9,-0.5,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
LORA_200M_NE_045,DAY_01,1,200,NE,45,45,1,-129.6,0.6,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
LORA_200M_NE_046,DAY_01,1,200,NE,45,46,1,-127.9,-0.2,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
LORA_200M_NE_047,DAY_01,1,200,NE,45,47,0,,,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,91,0
LORA_200M_NE_048,DAY_01,1,200,NE,45,48,1,-126.8,-0.3,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
LORA_200M_NE_049,DAY_01,1,200,NE,45,49,1,-124.8,-0.5,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
LORA_200M_NE_050,DAY_01,1,200,NE,45,50,1,-123.8,-0.2,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
LORA_200M_NE_051,DAY_01,1,200,NE,45,51,1,-127.1,0.1,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
LORA_200M_NE_052,DAY_01,1,200,NE,45,52,1,-123.6,-0.1,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
LORA_200M_NE_053,DAY_01,1,200,NE,45,53,0,,,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,91,0
LORA_200M_NE_054,DAY_01,1,200,NE,45,54,1,-128.2,0.1,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
LORA_200M_NE_055,DAY_01,1,200,NE,45,55,1,-126.3,-0.4,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
LORA_200M_NE_056,DAY_01,1,200,NE,45,56,1,-132,2.4,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
LORA_200M_NE_057,DAY_01,1,200,NE,45,57,1,-124.8,1.2,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
LORA_200M_NE_058,DAY_01,1,200,NE,45,58,1,-124.1,-0.1,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
LORA_200M_NE_059,DAY_01,1,200,NE,45,59,1,-123.9,0,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
LORA_200M_NE_060,DAY_01,1,200,NE,45,60,1,-130.4,0.1,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
LORA_200M_NE_061,DAY_01,1,200,NE,45,61,1,-127.4,0.8,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
LORA_200M_NE_062,DAY_01,1,200,NE,45,62,1,-124.4,-0.5,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
LORA_200M_NE_063,DAY_01,1,200,NE,45,63,1,-126.1,0.7,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
LORA_200M_NE_064,DAY_01,1,200,NE,45,64,1,-129.1,0.6,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
LORA_200M_NE_065,DAY_01,1,200,NE,45,65,1,-125.4,1.7,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
LORA_200M_NE_066,DAY_01,1,200,NE,45,66,1,-123,0.7,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
LORA_200M_NE_067,DAY_01,1,200,NE,45,67,1,-128,2,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
LORA_200M_NE_068,DAY_01,1,200,NE,45,68,1,-124.1,-0.6,multiple_walls_moderate_obstruction,GW_01,TX_200M_NE,,1
